"dependent_variable","iterations","threshold","selector","model","fold","bench_fileloc","bench_pkgfiles","bench_loc","bench_namelength","bench_parameters","bench_ifelses","bench_switches","bench_switchcases","bench_loops","bench_nestedloops","bench_funccalls","bench_returns","bench_defers","bench_panics","bench_recovers","bench_cyclomaticcomplexity","bench_variables","bench_pointers","bench_slices","bench_maps","bench_gos","bench_channels","bench_sends","bench_receives","bench_closes","bench_concrranges","bench_selects","bench_selectcases","bench_bufio","bench_bytes","bench_crypto","bench_database/sql","bench_encoding","bench_encoding/binary","bench_encoding/csv","bench_encoding/json","bench_encoding/xml","bench_io","bench_io/ioutil","bench_math","bench_math/rand","bench_mime","bench_net","bench_net/http","bench_net/http/httptest","bench_net/http/httptrace","bench_net/http/httputil","bench_net/rpc","bench_net/rpc/jsonrpc","bench_net/smtp","bench_net/textproto","bench_os","bench_os/exec","bench_os/signal","bench_sort","bench_strconv","bench_sync","bench_sync/atomic","bench_syscall","code_fileloc","code_pkgfiles","code_loc","code_namelength","code_parameters","code_ifelses","code_switches","code_switchcases","code_loops","code_nestedloops","code_funccalls","code_returns","code_defers","code_panics","code_recovers","code_cyclomaticcomplexity","code_variables","code_pointers","code_slices","code_maps","code_gos","code_channels","code_sends","code_receives","code_closes","code_concrranges","code_selects","code_selectcases","code_bufio","code_bytes","code_crypto","code_database/sql","code_encoding","code_encoding/binary","code_encoding/csv","code_encoding/json","code_encoding/xml","code_io","code_io/ioutil","code_math","code_math/rand","code_mime","code_net","code_net/http","code_net/http/httptest","code_net/http/httptrace","code_net/http/httputil","code_net/rpc","code_net/rpc/jsonrpc","code_net/smtp","code_net/textproto","code_os","code_os/exec","code_os/signal","code_sort","code_strconv","code_sync","code_sync/atomic","code_syscall"
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",0,0.019520697167755993,0.01989106753812637,0.024836601307189517,"","",0.014945533769063124,0.0,"","",0.0002178649237471908,"","",0.002614379084967289,4.357298474942928e-05,"","","",0.0006753812636164814,0.00217864923747277,8.714596949881045e-05,0.000479302832243933,"",0.0,0.0011764705882351862,"","",0.0,"",0.0,0.0004793028322439182,0.0,0.0,"",0.0,"",-1.4802973661668754e-17,"","",-0.000544662309368286,-2.1786492374731293e-05,"","",0.0,0.0,"","","",-1.1102230246251565e-16,"","","",0.0,0.0,"",0.0,-4.810966440042345e-17,0.0,0.0,"","","","",0.1735620915032679,"","","",0.027461873638344205,"",0.05822440087145965,"","","",0.03166666666666666,0.011786492374727656,"","",0.033921568627450965,0.06380174291938996,0.021546840958605647,"","","","",0.004313725490196056,-4.35729847495625e-05,"",0.026154684095860564,0.014858387799564266,0.019945533769063172,0.008823529411764749,0.0,"",0.022657952069716783,0.0,0.009520697167756014,-1.1102230246251565e-16,0.01727668845315905,0.012200435729847506,0.055751633986928034,0.012113289760348596,0.0016122004357297308,"",0.011568627450980421,0.0023093681917211025,"",0.0,0.0,0.0,0.0006535947712417167,"",0.013137254901960774,0.002483660130718927,-3.7007434154171884e-18,0.005969498910675386,0.022320261437908478,0.10120915032679735,0.017037037037037062,0.001154684095860555
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",1,-0.00028190319031902905,0.004462321232123197,0.006834433443344331,"","",0.011537403740374031,0.0,"","",0.0022689768976897782,"","",0.0016501650165016775,0.0,"","","",0.00038503850385045076,-1.4802973661668754e-17,0.0,0.0,"",0.0,0.0,0.0,"",0.0,"",0.0,0.0006188118811881304,0.0,0.0,"",0.0,"",0.0,"","",-1.375137513751253e-05,0.0,"","",2.750275027502506e-05,0.0,"","","","",0.0,"","",-1.375137513751253e-05,0.0,"",0.0,0.0,0.0,0.0,"","","","",0.0005019251925192406,"","","",0.00479922992299228,"",0.007466996699669955,"","","",0.0047923542354235205,0.0026402640264026242,"","",0.008037678767876762,0.008677117711771157,0.004771727172717277,"","","","",0.0005088008800879636,0.0,"","",0.00038503850385038414,0.0020489548954895336,0.000302530253025272,0.0,"",0.00512926292629261,0.0008388338833883347,0.00011001100110010024,-1.3751375137516231e-05,-0.0007150715071507033,0.0004812981298129793,0.002544004400440066,0.0004537953795379542,2.7502750275036162e-05,0.003657865786578666,0.00044004400440043797,0.000618811881188123,"",0.0,0.0,"",0.0,"",0.0017601760176017593,0.0018976897689769253,0.0,0.000536303630363022,0.0036853685368536835,0.006875687568756876,0.003781628162816275,-1.3751375137423711e-05
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",2,0.04965391621129323,0.05122040072859742,"","","",0.007131147540983584,"",0.0,"",-0.0012932604735883682,0.045300546448087405,"",0.0016757741347905382,0.0,"","",0.018287795992713986,0.0005646630236794236,0.010400728597449883,9.107468123860466e-05,0.0,"",0.0002732240437158806,0.00025500910746812934,"","","",0.0,0.0,0.003023679417122031,0.0,0.0,"",0.0,"",0.0,"","",0.0,0.0,"","",0.0021857923497267118,0.001056466302367857,"","","","","","","",0.0010928961748633004,"","",0.0,0.00023679417122038175,0.0,0.0,"","","","",0.061466302367941636,"","","",-0.015054644808743248,"",-0.019945355191256918,"","","",-0.045072859744991006,-0.055455373406193186,"","",-0.00490892531876147,-0.03265027322404381,-0.06661202185792361,"","","","",-0.06938069216757752,0.0,"",0.046102003642987235,0.014435336976320582,-0.052185792349726874,0.009189435336976285,0.0,"",0.021420765027322385,-0.0003369763205828713,0.01601092896174859,0.0010564663023679643,-0.0025136612021858574,0.015418943533697575,-0.04950819672131156,-0.04012750455373418,0.0028233151183970555,"",-0.039098360655737796,0.005619307832422601,"",0.0,0.0,0.0,0.0,0.0,0.01614754098360649,0.00669398907103819,"",-0.03446265938069227,-0.027522768670309748,-0.010418943533697718,-0.02365209471766859,0.0013114754098360196
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",3,-0.017978959025470666,0.006472868217054269,"","","",0.002613510520487272,0.0,"","",-0.0012569213732004111,-0.015271317829457398,"",6.090808416389463e-05,0.0001605758582503262,"","",0.0022037652270210373,0.00035437430786274075,-0.005913621262458453,1.6611295681068226e-05,0.00017718715393136853,"",0.0,7.751937984498506e-05,"","","",0.0,0.0,-0.0014285714285713828,0.0,0.0,"",0.0,"",0.0,"","",0.0003266888150610085,0.00016611295681068228,"","",0.00016611295681068228,0.00016611295681068228,"","","","",0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,"","","","",0.003333333333333336,"","","",-0.02471760797342191,"",-0.01253599114064234,"","","",0.002929125138427461,0.0014008859357697134,"","",0.007441860465116257,0.005526024363233651,0.0024916943521594384,"","","","",0.0010741971207087345,0.0003211517165006524,"","",-0.0040808416389811995,-0.007308970099667803,0.001600221483942421,0.0,"",0.000636766334440723,0.00032668881506096035,0.002369878183831664,0.0,0.00022148394241417642,-0.000775193798449636,0.0028073089700996756,-0.004357696566998911,0.0005260243632337014,0.004634551495016614,-0.033156146179402025,0.0006146179401993838,"",0.0,0.0,"",0.0,"",0.0035382059800664373,-0.0016445182724252143,0.0,0.0012513842746401105,-0.009950166112956838,0.017940199335548166,-0.005719822812846076,0.0003266888150610085
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",4,-0.01697211779448626,0.025266290726816968,-0.03364661654135341,0.16636121553884708,"",0.0034382832080200173,0.0,"","",0.0035557644110275214,"","",0.0008850250626565822,0.0,"","","",0.00048558897243102434,0.004456453634085163,0.0006735588972430576,0.0008223684210525884,"",0.0,0.0007988721804510786,"","","",0.0,0.0,-0.002404448621553927,0.0,0.0,"",0.0,"",0.0,"","",0.00046992481203000924,0.0,"","",0.0,0.0,"","","","","","","",7.832080200499784e-05,0.0,"",0.0,0.0,0.0,0.0,"","","","","","","","",0.030294486215538808,"",0.004918546365914752,"","","",0.03450814536340848,0.008231516290726774,"","",0.031798245614035055,0.04353853383458643,0.035722117794486155,"","","","",0.008905075187969886,0.0,"",0.015429197994987435,-0.0001879699248120703,0.02512531328320796,0.006015037593984929,0.0,"",0.010385338345864626,0.00406484962406013,0.008560463659147817,0.0,0.01711309523809518,0.016361215538847073,0.016486528822055094,0.013831453634085148,0.006069862155388435,0.024255952380952336,0.018405388471177887,0.0008380325814535924,"",0.0,0.0,0.0,0.002114661654135319,"",0.014489348370927262,0.002764724310776919,3.1328320802000614e-05,0.01212406015037589,0.0158834586466165,0.07693452380952373,0.019274749373433517,0.002052005012531218
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",5,-0.028654485049833905,-0.007624584717607981,"","","",-0.0005260243632336533,"",0.0,"",0.0007585825027685752,-0.0029900332225913707,"",-0.0081672203765227,-0.0002657807308970509,"","",0.006273532668881506,0.00026024363233670227,-0.008100775193798497,0.0,-0.0009136212624584268,"",0.0,0.00016611295681068228,"","",0.0,"",0.0,0.00057032115171655,0.0,0.0,"",0.0,"",0.0,"","",1.6611295681068226e-05,0.0,"","",0.0,0.0,"","","",0.0,"","","",-0.0002823920265781155,0.0,"",0.0,0.0,0.0,0.0,"","","","",0.035448504983388675,"","","",0.010614617940199316,"",-0.022259136212624635,"","","",-0.00972868217054265,0.0010409745293466055,"","",0.0063953488372092875,0.020514950166112916,0.0012403100775193873,"","","","",0.0016500553709856147,0.0,"",0.007951273532668864,0.0019269102990033076,-0.0022369878183831995,0.0011517165005537123,0.0,"",0.006378737541528231,0.0003433001107420027,0.0017940199335547988,0.0,-0.018588039867109662,0.004573643410852698,0.004817275747508276,0.004568106312292367,0.0011406423034329852,-0.017037652270210413,-0.0013012181616832855,0.0005869324473975997,"",0.0,"",0.0,0.0,0.00023255813953492187,-0.002879291251384279,-0.0013787375415282262,"",0.0013455149501661156,-0.009435215946843878,0.006943521594684384,0.005431893687707657,0.0006090808416390093
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",6,0.004441694169416913,0.007762651265126493,"",0.013084433443344302,"",0.002152090209020881,0.0,"","",0.004606710671067123,"","",0.0010932343234323942,0.0,"","",0.00034378437843782435,0.00017876787678766288,-0.005418041804180414,6.875687568756265e-05,0.0001581408140813941,"",0.0,0.00017189218921890662,"","","",0.0,0.0,-0.0019114411441144379,0.00020627062706268795,0.0,"",0.0,"",0.0,"","",0.0003987898789878634,0.0,"","",0.0,0.0,"","","","",0.0,"","",3.437843784378133e-05,0.0,"",0.0,2.0627062706268794e-05,0.0,0.0,"","","","","","","","",0.008965896589658916,"",0.00127200220022002,"","","",0.0029634213421341686,0.002702145214521434,"","",0.0030528052805280036,0.007858910891089078,0.0022896039603960065,"","","","",-0.007123212321232127,0.0,"",0.00389163916391632,0.005101760176017574,-0.005060506050605081,0.0021383388338833908,0.00020627062706268795,"",0.006091859185918521,0.0008113311331133133,0.0029565456545654306,0.0,-0.008078932893289354,0.00024752475247520335,0.0017257975797579483,-0.0027365236523652896,0.00057068206820677,-0.006937568756875708,-0.0060437293729373376,0.0009557205720572688,"",0.0,0.0,"",0.0,"",-0.006126237623762406,0.001072607260726129,6.875687568756265e-06,0.003485973597359689,-0.0013270077007701182,0.0008732123212320863,0.003382838283828356,0.0012720022002200273
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",7,0.015679421142997238,0.015532254108412972,"","","",0.005567819475104163,0.0,"","",0.007560706401765938,0.028899926416482622,"",0.0024037282315427454,0.00014716703458423537,"","",0.0111172430708854,1.2263919548675488e-05,0.0041022810890359975,0.0010608290409613974,9.197939661514202e-05,"",0.0,0.0,"","","",0.0,0.0,0.000582536178562576,0.0003679175864605977,0.0,"",0.0,"",0.0,"","",6.131959774339965e-05,0.0010485651214126998,"","",0.0,0.00036178562668625437,"","","","",0.0,"","",3.065979887171647e-05,0.0,"",0.00017782683345590373,0.0,0.0,0.0,"","","","",0.027851361295069856,"","","",0.03260976207996067,"",0.01785626686288928,"","","",0.021455727250429154,0.008848417954378155,"","",0.042476085356879995,0.037368162864851534,0.0314262938435123,"","","","",0.008382389011527994,-1.226391954869399e-05,"","",0.005347068923227775,0.03792617120431685,0.004525386313465718,0.0,"",0.017022320333578533,3.679175864605977e-05,0.0023546725533479585,6.131959774343295e-06,0.011104979151336684,0.007487122884473781,0.021774589158695037,0.01736571008094179,0.0008094186902132853,0.036620063772381604,0.015851116016678882,0.0019622271277899396,"",0.0,0.0,"",0.0,"",0.016157714005396055,0.003243806720627836,6.131959774343294e-05,0.011840814324257964,0.02723203335786107,0.034075300466028864,0.01627422124110859,0.0003433897473632245
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",8,-0.00499686716791979,0.03832236842105261,0.06058114035087714,0.0764176065162907,"",0.0035870927318295553,0.0,"","",0.001143483709273152,"","",-0.0020363408521303287,0.00012531328320799137,"","","",0.0003132832080199951,0.0032189849624060054,0.0,0.00022713032581452112,"",0.0,0.0002506265664160604,"","","",0.0,0.0,0.00018013784461146838,0.0,0.0,"",0.0,"",0.0,"","",0.0,0.0,"","",0.0006657268170425668,0.0006892230576440691,"","","",0.0,0.0,"","",7.832080200498304e-06,0.0,"",4.699248120298982e-05,0.0,0.0,0.0,"","","","","","","","",0.007041040100250621,"",0.037922932330827074,"","","",-0.011356516290726818,0.009938909774436082,"","",0.01687030075187969,0.026221804511278198,-0.028837719298245624,"","","","",0.003939536340852138,0.0011669799498746803,"",0.007557957393483705,0.009179197994987435,0.01034617794486216,0.0033834586466165105,0.0,"",0.00722117794486213,0.0020128446115287744,-0.0006657268170426148,0.0,0.009508145363408523,0.011458333333333312,-0.027224310776942356,-0.024733709273182955,0.0012061403508771126,"",0.010275689223057634,0.0039708646616541535,"",0.0,0.0,"",0.0,"",-0.027044172932330815,0.0014176065162907296,-0.0001801378446115461,-0.034171365914786984,0.01661184210526316,-0.008967731829573907,0.015977443609022566,0.00044642857142851433
"rciw99",30,10,"AutoSpearmanSelector()","RandomForestClassifier()",9,-6.898454746095961e-06,-0.00023454746136863195,"","","",-2.0695364238384104e-05,"",0.0,"",0.0007450331125828084,"","",-1.3796909492254835e-05,2.2204460492503132e-17,"","",-8.967991169973969e-05,-4.139072847681631e-05,0.00019315673289186744,1.0732155904709847e-16,2.590520390792032e-17,"",0.0,2.960594732333751e-17,"","",0.0,"",0.0,1.850371707708594e-17,0.0,0.0,"",0.0,"",0.0,"","",0.0,9.251858538542972e-17,"","",0.0,0.0,"","","",0.0,"","","",1.4802973661668754e-17,0.0,"",0.0,0.0,0.0,0.0,"","","","",0.03402317880794705,"","","",-0.00023454746136863195,"",0.018501655629139087,"","","",-0.0003587196467990735,-4.139072847677931e-05,"","",0.0003380242825607264,-7.588300220748856e-05,0.000448399558498902,"","","","",7.401486830834377e-18,1.4802973661668754e-17,"",-5.518763796907485e-05,7.588300220752926e-05,-0.0001793598233995349,-3.449227373064264e-05,0.0,"",7.401486830834377e-18,1.1102230246251566e-17,2.2204460492503132e-17,0.0,4.139072847684222e-05,-0.0001103752759381571,-0.0001379690949227149,0.0003656181015452657,1.1102230246251566e-17,"",0.000593267108167761,1.1102230246251566e-17,"",0.0,0.0,0.0,1.1102230246251565e-16,0.0,2.759381898456518e-05,-6.898454746103363e-06,"",-0.0001379690949227001,-0.0003104304635761279,0.00016556291390730228,0.0003380242825607005,0.0
